course_id,Quality,Difficulty,For Credit,Would Take Again,Grade,Textbook,Comment,professor,department,Attendance,Online Class
 HIST55,5.0,3.0,Yes,Yes,A,No,"Professor Ferguson is so accommodating, supportive and understanding. She wants all of her students to do well and it is not easy but if you put in the work and do homework you will succeed in her class. She is really accessible outside of class and encourages class participation.",Heather Ferguson ,History department,Mandatory,Yes
 HIST100,5.0,3.0,Yes,Yes,A,No,Love love love Prof F!! My favorite freshman year professor! Honors history is a lot of reading and a long class period but she made the class go by fast! She cares so much about her students and makes everything relevant and exciting! Very important class for understanding modern day issues and stereotypes. Highly recommend any of her classes!,Heather Ferguson ,History department,,
 HIST100,5.0,4.0,Yes,Yes,A-,Yes,"Shes really sweet and understanding. I loved having her as a professor. Her honors course has a lot of reading, but you only meet once a week so that was really nice. Her class is definitely one to take if you want to learn more about the topic she is teaching because in every class you reflect and think about things in ways you didnt before.",Heather Ferguson ,History department,Mandatory,
 HIST100,5.0,2.0,Yes,Yes,A-,Yes,"The most caring, kind, and considerate professor ever. I had a mid-semester crisis as a freshman, went to see her to discuss dropping the honors class, she gave me an extension on the paper and was very understanding and reassuring. She is knowledgeable & leads great discussions; her class gave me many new perspectives. However, be ready to READ!!!",Heather Ferguson ,History department,Mandatory,
 HIST055,5.0,3.0,Yes,Yes,A-,Yes,Professional. Thorough. Good into to MENA studies course. One of the most genuine professors I ever had.,Heather Ferguson ,History department,,
 HIST156,5.0,2.0,Yes,Yes,A,Yes,"I cannot say enough good things about Prof Ferguson she is so knowledgable, kind, and poised.  I learned so much from her lectures which are content heavy but well focused and so interesting. I highly recommend going to talk with her for  papers. She is great at recommending sources and giving feedback. Overall a wonderful person. Take her class!!!",Heather Ferguson ,History department,Mandatory,
 HIST055,5.0,2.0,Yes,,A,Yes,"Ferguson is universally liked for a reason.  Not the BEST!!!!! teacher I've had, but good.  She plans the course to teach you things, not to give you a grade.  Easy to get an A or a B/B+.. she says so at the beginning.  Lots of readings.  A class where you get what you want out of it (get out what you put in).  Go to office hours for papers.",Heather Ferguson ,History department,Not Mandatory,
 HIST55,5.0,3.0,Yes,,B+,Yes,One of the best professors I've had in college. She's deeply passionate about her material and really wants to share it with you. Cares about her student's well being in and outside of class. I appreciate that she allows for students to work though ideas in the class together with her instead of a top down approach. Brilliant and wonderful. TAKE!!,Heather Ferguson ,History department,Mandatory,
 55,5.0,4.0,Yes,,,Yes,"Easily the most underrated professor at CMC. Brilliant, invested in her students' learning, understands how to ask questions and teach students without telling them. Class discussions could perhaps use a bit more intervention from her, so students expect greater rigor and think harder about the reading before showing up",Heather Ferguson ,History department,,
 HISTORY,5.0,2.0,,,A,No,Most talented history professor at CMC and nicest person on campus,Heather Ferguson ,History department,Mandatory,
 HIST159I,5.0,3.0,,,,Yes,Took her class completely on a whim because Islam/History has nothing to do with my major. I loved it! And I know that I loved it because she is so passionate about the subject matter which she teaches. She assigns a lot of reading but its worth it because the class is discussion based. She's a great professor and I highly recommend her,Heather Ferguson ,History department,,
 BIOL044LX,5.0,3.0,Yes,Yes,A-,Yes,"I had Professor Faldyn for lab so I'm not sure what he's like in lecture, but he was amazing for the Bio 44 lab - he was super helpful and friendly in class and always excited to listen to our presentations and give us feedback. He was also super flexible about deadlines and just created a warm, friendly environment.",Matthew Faldyn ,Biology department,Mandatory,Yes
 BIOL175,5.0,3.0,Yes,Yes,,No,"I love prof faldyn! I had no experience coding in R before this class, but I never felt overwhelmed from unfamiliar material. He's very passionate and is a clear lecturer. His class was well-structured over zoom, with bi-weekly open note assessments and weekly coding problem sets in R. Though he gives a lot of work, it's not hard at all to do well!",Matthew Faldyn ,Biology department,,Yes
 BIO175,5.0,4.0,Yes,Yes,,Yes,Professor Faldyn is such a great bio stats professor and he really cares about helping his students be successful at what they are doing. He is very accessible outside of class and is happy to answer questions. His demonstrations in R are also super helpful. His class made me think about doing more in biostats,Matthew Faldyn ,Biology department,,
 BIOL175,5.0,3.0,Yes,Yes,,Yes,Prof Faldyn is so nice! He really loves biostats and wants his students to understand it and like it too! Very helpful with coding in R and gives great feedback for tests and projects.,Matthew Faldyn ,Biology department,Mandatory,
 EA30,5.0,4.0,Yes,Yes,A-,No,Dr. Faldyn is a great knowledge professor and I really enjoyed the spring Science and The Environment course. The lectures are straight forward and study guides are provided before each test. Be prepared for quizzes but for my class we did many in class activities which counted as a quiz instead. Highly recommend any class with him!!,Matthew Faldyn ,Biology department,Mandatory,
 BIOL175,5.0,4.0,Yes,Yes,,Yes,"Dr Faldyn is one of the best Keck professors. He is extremely knowledgable, passionate, and accessible outside of class. He makes a strong effort to help his students thrive in his class. Lectures were extremely clear and interesting. I thought he provided great test prep material, as he uploads a detailed study guide before every test.",Matthew Faldyn ,Biology department,Mandatory,
 BIOL175,4.0,3.0,Yes,Yes,,No,Prof Faldyn is young and energetic and brings that energy to the classroom. His quizzes are pretty straight forward but he doesn't provide very good test prep materials.,Matthew Faldyn ,Biology department,Mandatory,
 PHIL183,5.0,4.0,Yes,Yes,Not sure yet,No,"Take a class taught by Dr. B NEOW!!! She is such an amazing professor and will push you to think in new and different ways. Class discussions were always so insightful and overall, the class is very organized. You get so much out of the material! Dr. B is super accessible and cares about seeing her students improve & succeed.",Briana Toole ,Philosophy department,Mandatory,Yes
 PHIL181,4.0,4.0,Yes,Yes,Not sure yet,No,"Dr. B is a great professor. Her lectures are engaging and she will really push you to think in new ways. Pretty tough grading on papers and a lot of dense reading, but the content is interesting and very applicable to everyday life. She is also very approachable and willing to help you during office hours.",Briana Toole ,Philosophy department,Mandatory,Yes
 PHIL036,5.0,3.0,Yes,Yes,Not sure yet,Yes,AWESOME intro class. Loved it so much. Inspired me to look into more philosophy.,Briana Toole ,Philosophy department,Mandatory,Yes
 PHIL036,5.0,2.0,Yes,Yes,A,No,"This was my first philosophy class ever and I'm so thankful it was with Dr. B. You can tell she cares about her students' success and puts in so much effort into making her lectures fun, relatable and entertaining to help her students understand more difficult philosophical concepts. She is a phenomenal professor!! PS. Go to office hours!!",Briana Toole ,Philosophy department,,
 PHIL036,5.0,3.0,Yes,Yes,,No,"Such an amazing professor! She gives fun lectures and useful essay feedback. Levels can be tricky, so you should go to her office hours if you want to do well in her class.",Briana Toole ,Philosophy department,Mandatory,
 PHIL036,4.0,2.0,Yes,No,,No,"Professor Toole (Dr. B) had an engaging, energizing, and fun class. There were readings due every class although many people got away without reading them. She offers lots of extra help during office hours which greatly helped me get a good grade. There were no tests/exams, but just writing. She also offers extra credit!",Briana Toole ,Philosophy department,Mandatory,
 PHYS100,5.0,4.0,Yes,Yes,A,Yes,"TAKE AS MANY CLASSES WITH GOULD AS YOU POSSIBLY CAN. I really thought that I didn't have what it takes to be an engineer because my grades were always bad, but Professor Gould literally was there for me every step of the way. Scot Gould is the GOAT. And you're gonna learn to use Maple for everything. Every class he teaches is lit.",Scot Gould ,Physics department,Not Mandatory,Yes
 PHYS35,5.0,4.0,Yes,Yes,,No,Prof Gould is amazing!! You should take any class you can with him! He's fair and puts in a lot of time and energy for all his classes.,Scot Gould ,Physics department,Not Mandatory,
 PHYS35,5.0,4.0,Yes,Yes,,No,Prof Gould is the best!!! Would recommend taking any class he offers.,Scot Gould ,Physics department,Not Mandatory,
 PHYS35,5.0,4.0,Yes,Yes,,No,"Professor Gould is straight up, 100%, the most amazing professor/teacher I have ever had. If you do not take his class you are missing out! After 3 classes from him and have gone from needing office hours everyday, to being able to do any homework problem on my own. His classes are difficult but he is there to help every step of of the way.",Scot Gould ,Physics department,Not Mandatory,
 AISS1,4.5,4.0,Yes,,,Yes,"Prof Gould is an amazing teacher. His lectures are clear and he is always there to help. However, office hours are essential!! Problem sets and quizzes are tough but he will make sure you learn!",Scot Gould ,Physics department,,
 AISS1,4.5,4.0,,,,Yes,Really helpful during office hours,Scot Gould ,Physics department,,
 AISS1,4.0,4.0,,,,Yes,"Professor Gould is very helpful, particularly when it comes to scheduling office hours and helping with homework and computer programming issues. However, he does tend to have his own little language which can be confusing. But he is easygoing and very willing to clear things up for students.",Scot Gould ,Physics department,,
 AISS1,4.0,4.0,,,,Yes,"One of the best professors/teachers I've ever had - ever. He gives positive reinforcement and recognition where deserved, encouragement where needed, and has a sense of humor that keeps class and office hours entertaining. He's the best.",Scot Gould ,Physics department,,
 PHYSI010,4.0,3.0,,,,Yes,Fine,Scot Gould ,Physics department,,
 PHYSICS3334,5.0,5.0,,,,,"Best teacher I've had at CMC so far...really good instructor and great guy to get to know.  I didn't think Physics could be so fun, but I actually learned to enjoy it after my experience.  Professor Gould is a hard teacher with hard tests, but I don't think you can ask for an easy Physics test??",Scot Gould ,Physics department,,
 PHYS35,4.0,4.0,,,,,"He grades on his own curve.  Although it is discouraging to see such low scores on the test, it's ok because his grading scale is so wacked.  It's really not as bad as it seems, and the take home, open-everything, test is a plus.",Scot Gould ,Physics department,,
 BIO143,4.0,3.0,Yes,Yes,A-,Yes,Professor Ferree is a super caring teacher and is passionate about biology. My only note would be he can be inconsistent/unclear in terms of his grading criteria. Overall great professor that made me love genetics.,Patrick Ferree ,Biology department,Not Mandatory,
 BIO143,4.0,3.0,Yes,Yes,A-,Yes,He is a really nice man. Generally not the hardest class but it was often confusing as to what was expected. The class was a large lecture and sometimes it was hard to determine what was actually important to take notes on. He is what I see as the stereotypical college professor. Often the textbook was too hard / too in-depth and was not helpful.,Patrick Ferree ,Biology department,Not Mandatory,
 BIO143,3.0,4.0,Yes,No,B,No,"Prof Ferree is very nice, but that doesn't mean he's a good prof. His lectures are very disorganized and his grading style is that he doesn't give feedback. He also doesn't believe in practice tests because he wants to be able to change up his style of assessment. He is unpredictable and can put students to sleep with his monotone voice.",Patrick Ferree ,Biology department,Mandatory,
 BIO151,4.5,3.0,Yes,,A,No,I absolutely loved Professor Ferree!  He is the most genuine and caring professor I've ever had.  He loves getting feedback from students and is very accessible to help on any assignment or moral dilemma.  He gives take homes which eat up your entire weekend but he really makes you think and respects your ideas.  I would recommend him to anyone.,Patrick Ferree ,Biology department,Mandatory,
 BIO187,5.0,3.0,Yes,,A,Yes,Dr. Ferree is an outstanding professor and is very well-respected. Expect to work hard but tests are fair.,Patrick Ferree ,Biology department,Mandatory,
 BIO143,5.0,3.0,Yes,,A,Yes,"Love this guy! Hands down my favorite professor here. I've taken three classes with him (intro bio, genetics and advanced genetics) and I'm really bummed  I can't take developmental bio with him. He is super clear, a great lecturer, gives amazing chalk talk, and his tests are really fair (fair, not easy!)",Patrick Ferree ,Biology department,Mandatory,
 BIOL173,5.0,2.0,Yes,,,No,"Really amazing professor. If you have a chance to take a class with him, do. Probably one of the best lecturers I've ever met, let alone at Keck. ",Patrick Ferree ,Biology department,Mandatory,
 151,5.0,2.0,,,,No,"Prof Ferree was awesome. He is the nicest guy ever and is always willing to help no matter what. Hes never condescending and is very easily approachable unlike many other science profs Ive had. He has take home exams that are challenging, but as long as you've put a lot of thought and details into them, you should be good. Take good lecture notes!",Patrick Ferree ,Biology department,,
 BIO143,5.0,1.0,,,,Yes,"Doctor Ferree got some hate in the past...that was solely because he was a new teacher and not used to teaching. I have had him for 3 years and seen his progression in his teaching style.  This year he was the frickin bomb, take him!",Patrick Ferree ,Biology department,,
 BIO43,3.5,2.0,,,,No,"He is super nice. He is very interested in his students doing well and will look at your grades specifically to give you what you deserve. He only tests you on what he talks about in class. I only read the book when I didn't understand something. He lecture are fairly clear, but his powerpoints are pointless. Helpful in office hours.",Patrick Ferree ,Biology department,,
 BIO151,4.5,4.0,,,,Yes,"Prof Ferree is dedicated to his work- which is so nice as a student. You have to work hard in his class for it to go smoothly- but he puts in a lot of hard work too. Class was interesting and interactive and although it was pretty tough, I really enjoyed it.",Patrick Ferree ,Biology department,,
 BIO151,4.5,4.0,,,,Yes,"Ferree is so interested in making sure that his students are enjoying the class and understanding the material. The material is hard, of course, but he really tries to make it better. Class discussions really helped me actually understand the material. He was more than prepared and could answer any question posed to him.",Patrick Ferree ,Biology department,,
 BIO43,2.5,4.0,,,,Yes,"Lectures are dry, you need to read the textbook for the tests, but he takes attendance. Tests are very detail oriented. Not very helpful in office hours, but he is a nice guy. Not recommended.",Patrick Ferree ,Biology department,,
 FREN033,5.0,3.0,Yes,Yes,,Yes,"Bana creates a great environment to learn French; she is super encouraging & makes everyone speak; lots of breakout rooms but I enjoyed getting to know my classmates. The homework is an online platform called Cengage, sometimes she'd assign SO MUCH... so get ready to spend forever on that. Nonetheless, she is everything you need in a language prof",Bana Dahi ,Modern Languages department,,Yes
 FREN002,2.0,5.0,Yes,No,A,Yes,"oooof. ya no. I mean did I learn french? Sure! was it mentally exhausting, tear inducing, frustrating, and unmotivating but sure. After looking at these other reviews im thinking that this was just a zoom experience but wow. She was my least accessible, flexible, and helpful professor. A lot of this had to do with special covid circumstances but",Bana Dahi ,Modern Languages department,Mandatory,Yes
 FREN033,2.0,3.0,Yes,No,,Yes,"I'm surprised Bana has so many good reviews. Maybe it's just Zoom, but she was very disorganized (repeatedly forgot about tests and rescheduled them to weeks we had other projects in her class due, didn't reply to messages, forgot to tell us about homework). She also has a ""guess what I'm thinking"" teaching style, which was annoying & unproductive.",Bana Dahi ,Modern Languages department,Mandatory,Yes
 FREN002,5.0,3.0,Yes,Yes,A,Yes,Professor Dahi is undoubtedly one of the best teachers I've ever had. She creates a fantastic learning environment and encourages mistakes as learning opportunities rather than punishing students for them. I can't recommend her enough.,Bana Dahi ,Modern Languages department,Mandatory,
 FR002,5.0,3.0,Yes,Yes,,Yes,"Exceptional professor. Even when we went on zoom, she still made huge efforts to keep the classroom experience alive, having us do engaging conversation questions with one another. Grammar is very important with her. You'll learn so much!",Bana Dahi ,Modern Languages department,Mandatory,
 FREN001,5.0,3.0,Yes,Yes,B+,Yes,"She assigned too much busywork and there were too many tests, but she's also the first French professor who I've had who has made her class interesting. I also learned a lot.",Bana Dahi ,Modern Languages department,Mandatory,
 FRN120,5.0,3.0,Yes,Yes,,Yes,goat,Bana Dahi ,Modern Languages department,Mandatory,
 FREN001,5.0,3.0,Yes,Yes,,Yes,Prof Dahi is a great professor who pushes her students to their limits. She cares a lot about her student and is willing to put in the time to help them out. Her lectures interesting and full of information. she does expect you to put in a good amount of effort in your work as she only wants you to understand french.,Bana Dahi ,Modern Languages department,Mandatory,
 GOV020,2.0,1.0,Yes,,A+,Yes,"INSPIRING. Brilliant mind if you want to learn about classic liberalism. BUT... this guy has, for a lack of a better term, turned into ab bit of an ""edge lord"" recently. Be careful about bringing up center-to-left view point(s). Look him up on Facebook + his research and you'll understand.",Giorgi Areshidze ,Government department,Not Mandatory,
 FHS010,2.0,2.0,Yes,No,,No,"Didn't enjoy this class v much... he complained about Chodosh & talked politics an unnecessarily annoying amount for a class where it wasn't super relevant; he either yell-lectured at the camera or we read aloud in class which made it pretty boring. Didn't follow the syllabus. I can see how he may be some peoples' vibe, but to each their own.",Giorgi Areshidze ,Government department,,Yes
 GOV020,5.0,3.0,Yes,Yes,,Yes,Extremely passionate about the subject which makes the class discussions interesting. Expects you to be engaged with the readings.,Giorgi Areshidze ,Government department,Mandatory,
 GOVT020,5.0,4.0,Yes,Yes,,Yes,Well-respected prof at CMC. His classes are all lecture/discussion-based. He is very clear about each important topic and will go into extreme detail about them. He is very accessible outside of class and just wants the best for his students. Only complaint is that he tends to not stick to the agenda he gives to his students in the syllabus.,Giorgi Areshidze ,Government department,Mandatory,
 GOV20,5.0,5.0,Yes,Yes,,Yes,"He is a smart guy and a great professional. Definitely recommended. Has vast knowledge about the subject, will aid you understand the notebook. Good feedback.",Giorgi Areshidze ,Government department,Mandatory,
 GOV80,5.0,2.0,Yes,Yes,,Yes,Awesome Professor with reasonable reading requirements and inspiring lectures. He is sometimes disorganized but is a very lenient and understanding grader. Reveals insights in books that you would have never found on your own. Take him if you have the chance.,Giorgi Areshidze ,Government department,Mandatory,
 GOV020,3.0,3.0,Yes,No,,No,"Really smart and passionate about government but his class is the same (lecture) every day. Why have a class of 10 students if it's just a lecture? Tough grader and there are like 2 assignments the entire term other than reading, so it's hard to do well.",Giorgi Areshidze ,Government department,Mandatory,
 FHS010GOV020,4.0,4.0,Yes,,B+,Yes,"His ideas were absolutely very deep and interesting and he wants you to repeat them to him in exams.  He is chill and friendly , but might be a bit intimidating and even condescending when you argue with him.  Lectures can be a bit unorganized since he wants to tell you everything on his mind.  Piqued my interest in Government as a major.",Giorgi Areshidze ,Government department,Mandatory,
 GOV020,4.0,3.0,Yes,,,Yes,"A very intense teacher who is passionate about the subject and expects a lot from his students. Different from other GOV20's, involves a lot of reading/similar to political phil. Great teacher and class.",Giorgi Areshidze ,Government department,,
 GOV020,5.0,3.0,Yes,,,Yes,GREAT teacher! Always willing to help. Gives a fresh perspective to a gov class. Knows the material extremely well. Awesome teacher!,Giorgi Areshidze ,Government department,Mandatory,
 GOV020,5.0,2.0,Yes,,,Yes,Incredible professor -- ridiculously smart and hilarious too. Gives almost all the help you'd ever need on papers or preparing for tests if you go to his office. Not a hard class in terms of workload or difficulty as long as you can keep up with his ideas. Undoubtedly would like to take more of his courses.,Giorgi Areshidze ,Government department,,
 FHS010,4.5,2.0,Yes,,,Yes,Prof. Areshidze is hilarious and the class (Religion and Humanity in the West) was really interesting without being too much work. ,Giorgi Areshidze ,Government department,,
 FHS010,5.0,4.0,Yes,,,Yes,"I loved the FHS I took with Prof Areshidze, Religion and Humanity in the West. He made me think about things I never considered. Our discussions in class were exciting and his lectures were engaging. ",Giorgi Areshidze ,Government department,,
 GOV128C,5.0,2.0,,,,Yes,"This is my second class with Areshedze. Very insightful lecturer, passionate about politics, young and energetic. During class he offers brilliant insight to the readings. One of the best profs I have had and will continue taking every class he offers. Midterms based off of class reading and a few short papers. Have learned a lot. Love his class",Giorgi Areshidze ,Government department,,
 GOV80,5.0,2.0,,,,Yes,This class is a combination of stress and relaxation. The midterm and final were demanding (studying required) but we only had one short paper on top of the tests for the entire semester. Class readings are not too hard but you have to be ready for cold calls in class.,Giorgi Areshidze ,Government department,,
 GOV20,5.0,2.0,,,,Yes,"If you want an introduction to government his class is not ideal. However, if you have an interest in closely examining government from a fresh and illuminating perspective his class is unparallelled. There is a decent amount of reading but it is necessary to succeed in class. He asks a lot of students but his grading is also completely fair.",Giorgi Areshidze ,Government department,,
 GOV20,4.5,3.0,,,,Yes,"Take his class if you enjoy gov and are interested in seeing it in a different way. he's a really chill guy, which makes class more fun and easy to participate in",Giorgi Areshidze ,Government department,,
 RLST102,5.0,3.0,Yes,Yes,,No,"Lots of reading; it's not graded but it will help you a lot with the essays. Graded on two big essays,a final that is basically an essay, and participation/miscellaneous things. Michon is enthusiastic about the subject; classes were mainly him lecturing on whatever the topic was, sometimes derailing to answer a question. Low-stress, recommended.",Daniel Michon ,Religion & Philosophy department,Not Mandatory,Yes
 FHS10,5.0,4.0,Yes,Yes,A-,No,"Though I didn't find the FHS Religion & Modernity interesting, Michon is a brilliant professor and imparts you with a lot of knowledge in class. His readings are difficult and he's a tough grader, but he takes the time to meet with his students in pairs of 2 before essays. If you're interested in the course material, Michon is an excellent choice",Daniel Michon ,Religion & Philosophy department,Mandatory,Yes
 FHS10,5.0,4.0,Yes,Yes,A-,No,"Prof. Michon is an extremely kind and dedicated professor. Every class is a lecture because he has a very specific argument he wants you to understand. Also, he is extremely dedicated: he carefully formats readings for you. My only gripe is his grading scale: he argues grade inflation is a serious issue, so an A- is what an A is for other profs.",Daniel Michon ,Religion & Philosophy department,Mandatory,
 FHS10,5.0,3.0,Yes,Yes,A+,No,Best class I have taken so far. Will take one with him again for sure.,Daniel Michon ,Religion & Philosophy department,Not Mandatory,
 FHS10,2.0,5.0,Yes,No,,No,"Looking back at my college career, this class was probably the most unrewarding class I've ever taken. I would suggest to look at different FHS courses; Michon is unreasonable with his grading (doesn't make any sense) because he is a name grader. His midterm exam was difficult as well, and his assignments are redundant and a waste of time.",Daniel Michon ,Religion & Philosophy department,Mandatory,
 FHS010,5.0,4.0,Yes,Yes,B,No,"His religion and modernity class is very interesting. He is very knowledgeable and dedicated. There is quite a lot of essays and readings but he helps you through it, and he always does one on one consultation before any essays are due. Overall, I recomend.",Daniel Michon ,Religion & Philosophy department,Mandatory,
 RLST010,2.0,5.0,Yes,No,,No,Michon teaches everything in Sanskrit so you have to learn another language while learning the material. he is super passionate about the material but does not teach it in an interesting or clear way at all. He's a nice guy but he makes learning about religion way more complicated & boring than it needs to be.,Daniel Michon ,Religion & Philosophy department,Not Mandatory,Yes
 RLST010,4.0,4.0,Yes,Yes,,Yes,"Professor Michon is a professor that you can just listen to talk for hours and hours without getting bored. he's so invested in what he's teaching and makes you want to go to class. He's not an easy grader but if you put in effort and go to his office hours, you arguments become better and you will do well. Take his class!!",Daniel Michon ,Religion & Philosophy department,Mandatory,
 FHS10,2.0,4.0,Yes,No,,No,"I'm personally confused as to why Michon has a 2.8 in terms of difficulty. FHS010 was one of the most unrewarding classes I took because he essentially lectured the whole time and shut down anyone who had opposing opinions and thoughts. I thought the readings and content of the class was enjoyable, but keep in mind that he is a name-based grader.",Daniel Michon ,Religion & Philosophy department,Mandatory,
 FHS10,5.0,4.0,Yes,Yes,,Yes,"At first I struggled A LOT in the class. But Prof. Michon is an AMAZING professor and each class it is just so interesting everything he teaches us & he makes it interesting. He is super nice, accommodating, & approachable. It is a decent amount of work for the class, but trust me, you get used to it quickly and grow so much from this class.",Daniel Michon ,Religion & Philosophy department,,
 FHS10,4.5,3.0,Yes,,A-,Yes,I took Religion and Modernity FHS. Michon is a great professor that really cares about his students. Going to his office hours really helps because if you get to know him he will really help you out. Doesn't make you buy any textbooks which is really nice. I am probably going to take another class from him.,Daniel Michon ,Religion & Philosophy department,Mandatory,
 RLST102,5.0,3.0,Yes,,,No,"Prof. Michon is such a great person. His knowledge about and passion for Hinduism is contagious, and he can make any lecture engaging and interesting. Class discussions are stimulating, grading is very fair, and it's clear that he cares a great deal about his students. So much respect for this man. Highly recommend!",Daniel Michon ,Religion & Philosophy department,Mandatory,
 FHS10,4.5,2.0,Yes,,A-,No,"Though not as prominent academically as some other religious studies teachers at CMC, Michon's passion and knowledge of the coursework made every class interesting and engaging. Was clear, open and honest in expectations from students and a fair, committed grader. Definitely take a Michon class for engaging discussions and a personalized experience",Daniel Michon ,Religion & Philosophy department,Mandatory,
 RLST010,5.0,2.0,,,,Yes,"Best professor at the claremont colleges! Taught me more about a subject that I could have ever imagined. His class is organized perfectly and his lectures come together and connect in the most amazing way. Super passionate about what he teaches, and the class is very reasonable: substantial work, and if you do it well you'll get a good grade",Daniel Michon ,Religion & Philosophy department,,
 FHS10,5.0,3.0,,,,Yes,"Excellent and dedicated teacher. A fair grader and rewards students who work hard. Definitely take his class, I learned a lot in his class. His exams were fair too.",Daniel Michon ,Religion & Philosophy department,,
 RLST102,5.0,3.0,,,,Yes,Prof. Michon is absolutely wonderful. Definitely take his class if you are interested in Hinduism or India in general...plus he teaches some sanskrit in his Hinduism class,Daniel Michon ,Religion & Philosophy department,,
 FHS2,3.5,2.0,,,,Yes,"Prof Michon is very enthusiastic about his subject, but the class commonly felt really long. Before every class we had to read around 40 pages and write a 300 word forum post. Other than that, there were only two papers and an essay.",Daniel Michon ,Religion & Philosophy department,,
 RLST102,5.0,4.0,,,,Yes,No Comments,Daniel Michon ,Religion & Philosophy department,,
 RLST010,5.0,2.0,,,,Yes,"He really knows what he's talking about and works hard to help the students understand the material. The material covered was very interesting. Not too many assignments, some reading, and two tests.",Daniel Michon ,Religion & Philosophy department,,
 BIO44,3.0,2.0,Yes,Yes,A,N/A,"The lectures are pretty boring but there isn't much homework or reading. Overall, its a very easy class. The labs are annoying but usually end early.",Lars Schmitz ,Biology department,Not Mandatory,
 BIOL44,5.0,3.0,Yes,Yes,A,No,Prof is amazing. You can tell he is so passionate about his class and the subject he teaches which is awesome! The class is not content heavy and the exams were take home which was great. He may be picky grader at times but overall his grading is easier than most professor. It is hard to get into his class because he is a gem. Makes tome for you.,Lars Schmitz ,Biology department,Not Mandatory,Yes
 BIOL141,5.0,2.0,Yes,Yes,A,No,"This prof is kind and genuinely cares about his students' education and what is in their best interest. The workload is very doable, and he is very receptive to feedback on his class and always allows for extensions. I learned a lot from this class, and the tests and quizzes were very fair. Class time was not stressful and was even fun at times.",Lars Schmitz ,Biology department,Mandatory,Yes
 BIO43,5.0,4.0,Yes,Yes,A,Yes,"Lars is such an incredible person and teacher. While exams are on the trickier side, he cares deeply about his student's success. He is so passionate and makes you love bio as much as him. He also does really awesome research that you will get to learn about.",Lars Schmitz ,Biology department,Mandatory,
 BIO44,5.0,2.0,Yes,Yes,,No,"One of the best profs at Keck! His lectures are really fun- you can tell how much he loves the subjects he teaches, and is really knowledgeable. The midterms are pretty memorization based. His lectures are the primary source of exam material with textbook for reference only. Definitely want to take more upper level courses with him teaching.",Lars Schmitz ,Biology department,Not Mandatory,
 BIOL167,5.0,3.0,Yes,Yes,A,No,"TAKE SENSORY EVOLUTION WITH THIS MAN. Best class I have ever taken. The class is basically an expansion of what he does his research on, so he's super into teaching it and offers a wealth of knowledge. No midterms - only take-home quizzes and a final paper for this class (not for all his others unfortunately) but great prof for ANY class!!!",Lars Schmitz ,Biology department,,
 FHS010,4.0,3.0,Yes,Yes,A-,No,"We were graded on three papers, participation, and homework completion. The homework was very time-consuming with readings and hard to comprehend. I would take Kalb as a teacher again, but I would not take the South Asia topic of the class again because it was very confusing. I didn't learn much but I improved my writing.",Emma Kalb ,History department,Mandatory,Yes
 HIST169,5.0,3.0,Yes,Yes,Not sure yet,No,"Professor Kalb's Global South Asia class was the HIGHLIGHT of my semester. She really cares about your success and is very creative in her class structure (lots of in-class discussion and groupwork which helped in creating sense of community in an online class). Lots of reading, but it's def worth it! Can't wait to take another class with her soon!",Emma Kalb ,History department,Mandatory,Yes
 FHS010,5.0,2.0,Yes,Yes,A-,Yes,"Prof Kalb was the highlight of my semester, she's the best! She's extremely kind and you can tell she really cares for her students and the content she's teaching. Her class created the most amazing sense of community during the online semester and her readings always showed a unique perspective. Her essays can be tough but worth it!",Emma Kalb ,History department,Mandatory,
 GOV149,5.0,4.0,Yes,Yes,A,No,"Professor Koch is my favorite prof so far at CMC. Her lectures are engaging and interesting - really sparked my interest in foreign policy. Definitely need to work for a good grade, but it pays off well and she's super nice and gives great feedback",Lisa Koch ,Government department,Mandatory,Yes
 GOV70,5.0,3.0,Yes,Yes,A-,Yes,"Professor Koch is an AMAZING teacher. There were many prerecorded lectures, but they were interesting and weren't too long like other professors. She assigned 6 papers of which we had to choose 4 which I thought was really considerate. I think that she truly cares about our wellbeing and wants students to get a good grasp of basic concepts.",Lisa Koch ,Government department,Mandatory,
 GOV70,5.0,3.0,Yes,Yes,,Yes,"A great professor and an even better person. AMAZING at facilitating discussion (even online!). She explains theory very clearly and uses lots of varied examples. She is explicit about her grading criteria and gives you specific, actionable feedback. Many components/assignments so there are lots of opportunities to improve your grade. Take her!",Lisa Koch ,Government department,,
 GOV070,5.0,3.0,Yes,Yes,,Yes,"By far, the best teacher I have had at the 5Cs. Very knowledgeable, kind, and understanding. She is an excellent discussion facilitator and lecturer. Assignment expectations are clear and relate directly to course concepts. She is adept when it comes to virtual learning and makes an online class 100% worthwhile. Take a class with Prof. Koch.",Lisa Koch ,Government department,,Yes
 GOVT70,5.0,3.0,Yes,Yes,,Yes,"Prof. Koch is the best professor I've had so far. Her lectures flow smoothly between students and teacher, and she strives to consider everyone's background/perspective on the material. There are no tests, and she's very clear with her rubric for the 2-3 pg papers. She assures us we only have to read the important bits of the readings. Love her!",Lisa Koch ,Government department,,
